,,surname_score,given_name_score,age_score,city_score,years_since_census,is_cambridge,cardinal_prefix,is_match
808,1235625,1.0,0.75,1.0,0.6767676767676768,6,0,0,1
808,1863592,1.0,0.125,1.0,0.9636363636363636,6,0,0,0
434,915023,1.0,0.8333333333333334,1.0,0.5909090909090909,0,0,1,1
440,3553089,1.0,0.8571428571428572,1.0,0.45,0,0,0,0
451,663945,1.0,0.75,1.0,0.4797979797979798,0,0,0,0
451,3272642,1.0,1.0,0.75,0.5757575757575758,0,0,0,0
833,3328379,1.0,0.09999999999999998,1.0,0.9555555555555556,6,0,0,0
833,3664555,1.0,0.2857142857142857,1.0,0.9555555555555556,6,0,0,0
833,3664621,1.0,0.8571428571428572,0.75,0.9555555555555556,6,0,0,1
833,3669092,1.0,0.5,1.0,0.9555555555555556,6,0,0,0
456,76093,1.0,0.75,1.0,0.6,0,0,0,1
456,416769,1.0,0.875,0.75,0.6,0,0,0,0
456,1342864,1.0,0.4,0.75,0.8962962962962964,0,0,0,0
456,1409672,1.0,0.75,1.0,0.8962962962962964,0,0,0,0
456,3409569,1.0,0.875,0.75,0.7999999999999999,0,0,0,0
456,3670681,1.0,0.75,1.0,0.32857142857142857,0,0,0,0
458,2942504,1.0,0.75,1.0,0.4666666666666666,0,0,0,0
459,2428866,1.0,0.8888888888888888,0.75,0.5595238095238095,0,0,0,0
459,3398626,1.0,0.8888888888888888,1.0,0.5396825396825397,0,0,0,0
1275,916379,1.0,1.0,1.0,0.5909090909090909,6,0,1,1
1275,1039833,1.0,1.0,0.5,0.5909090909090909,6,0,1,1
1275,1278117,1.0,0.375,1.0,0.5909090909090909,6,0,1,0
1275,1466908,1.0,0.875,0.75,0.6700336700336701,6,0,1,0
1276,58745,1.0,0.1428571428571429,0.75,1.0,6,0,0,0
1276,405323,1.0,0.1428571428571429,1.0,1.0,6,0,0,0
1276,415830,1.0,0.25,1.0,1.0,6,0,0,0
1276,416688,1.0,0.4444444444444444,0.75,1.0,6,0,0,0
1276,419292,1.0,0.4285714285714286,0.75,1.0,6,0,0,0
1276,775202,1.0,0.5,1.0,1.0,6,0,0,0
1276,792229,1.0,0.6,0.75,1.0,6,0,0,0
1276,973548,1.0,0.5,0.5,1.0,6,0,0,0
1276,1209149,1.0,0.5714285714285714,1.0,1.0,6,0,0,0
1276,2639239,1.0,0.5714285714285714,1.0,0.5396825396825397,6,0,0,0
461,2630197,1.0,0.875,0.75,1.0,0,1,0,1
1280,56661,1.0,0.375,1.0,0.7962962962962963,6,0,0,0
1280,153346,1.0,0.25,1.0,0.7962962962962963,6,0,0,0
1280,327633,1.0,0.875,1.0,0.7962962962962963,6,0,0,1
1280,589560,1.0,0.2727272727272727,1.0,0.7962962962962963,6,0,0,0
1281,245335,1.0,1.0,0.75,0.75,6,0,0,1
1281,781319,1.0,0.8571428571428572,0.75,0.75,6,0,0,0
1281,1326337,1.0,0.7142857142857143,1.0,0.75,6,0,0,1
462,2033564,1.0,0.8571428571428572,1.0,0.4006410256410256,0,0,0,0
463,1949242,1.0,1.0,0.75,0.4722222222222222,0,0,0,0
847,671699,1.0,0.8571428571428572,1.0,0.5138888888888888,6,0,0,1
848,485811,1.0,1.0,1.0,0.6767676767676768,6,0,0,1
472,997246,1.0,0.8888888888888888,1.0,0.3253968253968254,0,0,0,1
1294,1168807,1.0,0.7777777777777778,1.0,0.41452991452991456,6,0,0,1
1294,3275467,1.0,0.7777777777777778,0.75,0.6134421134421135,6,0,0,1
474,1171834,1.0,1.0,0.5,0.6666666666666666,0,0,0,0
482,2820760,1.0,0.4285714285714286,1.0,0.7151515151515152,0,0,0,0
489,46027,1.0,0.8333333333333334,0.0,1.0,0,0,0,0
489,722803,1.0,0.2857142857142857,1.0,0.8375000000000001,0,0,0,0
489,1242947,1.0,0.8333333333333334,0.5,1.0,0,0,0,0
489,1997313,1.0,0.8333333333333334,1.0,0.4444444444444444,0,0,0,0
506,876899,1.0,0.8571428571428572,1.0,0.4365079365079365,0,0,0,1
507,132419,1.0,0.5,0.75,1.0,0,0,0,0
508,1997066,1.0,0.875,1.0,0.4365079365079365,0,0,0,0
511,239522,1.0,0.4444444444444444,1.0,0.5909090909090909,0,0,0,0
511,245441,1.0,0.5,1.0,0.5909090909090909,0,0,0,0
511,502359,1.0,0.5,1.0,0.6033670033670034,0,0,0,0
511,1103454,1.0,0.8333333333333334,1.0,0.5909090909090909,0,0,0,0
511,1115281,1.0,0.5714285714285714,1.0,0.5909090909090909,0,0,0,0
511,1327578,1.0,1.0,1.0,0.5909090909090909,0,0,0,1
511,1704318,1.0,0.8333333333333334,1.0,0.4381313131313132,0,0,0,0
511,1808016,1.0,0.5714285714285714,1.0,0.4783549783549783,0,0,0,0
511,3129402,1.0,0.5714285714285714,1.0,0.5012626262626263,0,0,0,0
512,2519027,1.0,0.4444444444444444,1.0,0.6571428571428571,0,0,0,0
1368,636666,1.0,0.8571428571428572,1.0,0.459045584045584,6,0,0,1
1370,510573,1.0,0.2222222222222222,1.0,0.7000000000000001,6,0,0,0
1370,1572840,1.0,0.875,1.0,0.4583333333333333,6,0,0,0
524,655419,1.0,1.0,0.75,0.4444444444444444,0,0,0,0
525,436980,1.0,0.75,0.75,0.7300000000000001,0,0,0,0
526,91567,1.0,1.0,1.0,0.95,0,0,1,1
958,66030,1.0,0.33333333333333337,1.0,0.95,6,0,0,0
958,608084,1.0,0.11111111111111116,1.0,0.95,6,0,0,0
958,655931,1.0,1.0,1.0,0.95,6,0,0,1
533,2623202,1.0,0.875,1.0,0.4586894586894587,0,1,0,1
533,2710991,1.0,0.875,1.0,0.553113553113553,0,0,0,0
539,1371556,1.0,0.25,1.0,0.8962962962962964,0,0,0,0
549,1853276,1.0,1.0,1.0,0.9285714285714286,0,0,0,1
551,1384533,1.0,0.4,1.0,0.6291005291005289,0,0,1,0
551,2703402,1.0,1.0,1.0,0.5293650793650794,0,0,1,0
551,3495768,1.0,1.0,1.0,0.7555555555555555,0,0,1,1
551,3496944,1.0,0.625,1.0,0.5428571428571428,0,0,1,0
552,3495789,1.0,0.9,1.0,0.7555555555555555,0,0,1,1
561,1871285,1.0,1.0,0.75,0.9285714285714286,0,0,0,1
569,2330351,1.0,1.0,0.75,0.9692307692307692,6,0,0,1
573,72047,1.0,1.0,1.0,0.4191919191919192,6,0,0,1
573,2084750,1.0,0.33333333333333337,0.75,0.9818181818181818,6,0,0,0
574,3767450,1.0,1.0,0.75,0.9333333333333332,6,0,0,1
580,3390894,1.0,0.3636363636363637,1.0,0.6481481481481481,6,0,0,0
582,1774128,1.0,0.2857142857142857,1.0,1.0,6,0,0,0
582,1862340,1.0,0.7142857142857143,1.0,1.0,6,0,0,1
587,1765033,1.0,0.6666666666666667,0.75,1.0,6,0,0,1
1025,1773724,1.0,0.2857142857142857,0.75,1.0,6,0,0,0
588,894224,1.0,0.8,1.0,0.6,6,0,0,1
589,1864179,1.0,1.0,1.0,0.5444444444444444,6,0,0,1
591,3644225,1.0,0.7777777777777778,1.0,1.0,6,0,0,1
595,189606,1.0,1.0,1.0,0.43333333333333335,6,0,0,1
615,885501,1.0,0.7142857142857143,1.0,0.4797979797979798,6,0,0,1
619,270494,1.0,0.5714285714285714,1.0,0.5050505050505051,6,0,0,0
619,2854755,1.0,0.4285714285714286,1.0,1.0,6,0,0,0
623,1795120,1.0,0.8888888888888888,1.0,0.6571428571428571,6,0,0,0
628,1110078,1.0,1.0,1.0,0.7962962962962963,6,0,0,1
635,191739,1.0,1.0,0.75,0.7333333333333334,6,0,0,1
635,735693,1.0,0.2857142857142857,1.0,0.825,6,0,0,0
635,795572,1.0,0.5,1.0,0.7333333333333334,6,0,0,0
1070,67732,1.0,0.7777777777777778,1.0,0.4365079365079365,6,0,0,1
1072,3490181,1.0,0.625,0.75,1.0,6,0,0,1
1072,3552241,1.0,0.5,0.75,1.0,6,0,0,0
648,238848,1.0,0.4444444444444444,1.0,0.5050505050505051,6,0,1,0
648,1626463,1.0,1.0,0.75,0.5050505050505051,6,0,1,1
649,2670859,1.0,0.7777777777777778,0.75,1.0,6,0,0,1
